,Carrosserie,Code_vehicule,Alimentation,Boite_vitesse,Date_debut_comerc,Date_fin_comerc,Groupe_vehicule,Classe_vehicule,Puissance_vehicule
383,FOURGONNETTE,OP29047,GN,M,15062007,17012011.0,30,J,8.0
384,BERLINE,VW30053,GO,M,2102000,1082002.0,31,K,6.0
385,CAMIONNETTE,RE77027,GO,M,5012010,4012011.0,31,J,5.0
386,BERLINE,FO28456,ES,M,3022012,19082013.0,32,K,6.0
387,4x4-SUV,MI05052,GO,M,1994,1997.0,31,N,11.0
388,BREAK,ME15030,ES,M,1986,1988.0,35,Q,16.0
389,BREAK,AU06070,ES,A,1987,1987.0,32,L,10.0
390,4x4-SUV,TO12021,ES,M,1976,9999.0,30,B,24.0
391,CABRIOLET,CI58150,GO,M,1042015,4012016.0,31,L,5.0
392,FOURGONNETTE,TO09002,GO,M,1982,9999.0,29,G,10.0
393,FOURGONNETTE,OP23018,GO,M,1999,2000.0,31,M,8.0
394,4x4-SUV,MH03003,GO,M,1042005,1042006.0,29,K,7.0
395,BERLINE,RE73077,ES,M,28092010,9032011.0,29,F,4.0
396,FOURGONNETTE,CI54211,ES,M,1102015,2072018.0,30,J,8.0
397,MONOSPACE,LA19049,GO,M,1072008,1102010.0,30,K,5.0
398,4x4-AUTRES,LR07057,ES,A,26092002,1042003.0,33,N,13.0
399,CAMIONNETTE,BE01021,ES,M,1984,1988.0,32,I,11.0
400,4x4-SUV,SA04010,ES,M,1993,1994.0,27,J,9.0
401,CABRIOLET,BM01008,ES,M,1997,1998.0,40,U,18.0
402,FOURGONNETTE,RE43038,ES,M,1989,1993.0,30,I,11.0
403,BERLINE,VW12365,GO,M,18082003,1012004.0,29,H,4.0
404,4x4-SUV,LR07104,GO,M,22092003,12092005.0,30,N,8.0
405,MONOSPACE,DC04082,ES,M,4042017,5092017.0,31,G,6.0
406,4x4-SUV,RE06006,GO,M,1988,1989.0,32,N,8.0
407,FOURGONNETTE,PE18071,ES,M,1995,1995.0,27,D,5.0
408,MONOSPACE,CI44073,GO,M,2052008,1102010.0,34,P,10.0
409,FOURGONNETTE,FO15189,ES,M,1971,1976.0,31,F,10.0
410,FOURGONNETTE,CI30179,GO,M,1997,1998.0,28,H,8.0
411,MONOSPACE,SE13061,GO,M,1052008,1022009.0,32,K,6.0
412,BERLINE,CI48022,ES,M,3112008,1102010.0,27,F,4.0
413,BERLINE,VW12126,ES,M,1995,1995.0,27,E,6.0
414,BERLINE,SE17045,ES,M,23042014,12052015.0,30,H,5.0
415,FOURGONNETTE,RE56096,GO,M,2102008,8022011.0,28,H,6.0
416,4x4-SUV,LR02027,GO,M,1994,1995.0,31,N,10.0
417,BREAK,VW11030,GO,M,1982,9999.0,28,D,5.0
418,4x4-AUTRES,LR03075,ES,A,1022002,1072002.0,37,HC,23.0
419,FOURGONNETTE,RE43121,GO,M,1998,1998.0,29,J,8.0
420,BERLINE,CI47113,GO,M,23122006,17122007.0,31,L,6.0
421,FOURGONNETTE,FO15230,GO,M,1995,1998.0,32,N,10.0
422,BREAK,TO18001,ES,M,1990,1993.0,32,O,17.0
423,MONOSPACE,VW50129,ES,M,1012018,,33,M,7.0
424,BERLINE,RE71346,GO,M,7042010,2112010.0,30,J,5.0
425,MONOSPACE,CI64027,GO,M,1072013,4052015.0,32,L,6.0
426,BERLINE,BM34020,ES,A,1997,1997.0,37,S,16.0
427,FOURGONNETTE,GM01019,GO,M,1991,1991.0,28,I,9.0
428,BERLINE,BM59550,GO,M,18032008,16092008.0,34,O,7.0
429,MONOSPACE,CI70071,GO,A,3042018,,34,O,9.0
430,COUPE,BM68174,GO,A,1072015,1032016.0,40,V,20.0
431,BERLINE,RO30015,GO,M,2000,1092001.0,31,K,6.0
432,CABRIOLET,AU31079,ES,S,29012009,5082011.0,38,S,17.0
433,FOURGONNETTE,PE26134,GO,M,2000,5062000.0,33,M,8.0
434,BERLINE,CI58058,ES,M,1102013,1102014.0,31,L,6.0
435,BERLINE,OP09263,ES,M,1987,1988.0,30,E,7.0
436,BERLINE,OP06446,ES,M,1102003,1042004.0,29,F,5.0
437,MONOSPACE,SE10154,GO,M,4102013,3072015.0,33,O,8.0
438,BERLINE,KA10109,ES,M,15092017,11062018.0,29,H,4.0
439,FOURGONNETTE,RE78021,GO,M,28092010,1122011.0,29,I,5.0
440,BERLINE,VW11205,ES,M,1993,1994.0,32,K,10.0
441,PICK-UP,NA36023,GO,M,1042010,1112014.0,34,N,8.0
442,BERLINE,RE51147,ES,M,1999,1999.0,33,K,8.0
443,4x4-SUV,DW07001,GO,M,2000,2002.0,30,J,8.0
444,FOURGONNETTE,RE43105,ES,M,1995,1997.0,30,L,12.0
445,CABRIOLET,BM73340,ES,A,1072016,1062017.0,36,O,10.0
446,BERLINE,CI53088,GO,M,3062013,1062015.0,34,N,9.0
447,BERLINE,PE30043,ES,M,2000,2000.0,29,G,5.0
448,BERLINE,RE07561,ES,M,15102003,15102003.0,28,F,4.0
449,FOURGONNETTE,FO15264,GO,M,2000,9122002.0,31,L,8.0
450,BERLINE,AU19167,GO,M,1062005,7122009.0,31,L,6.0
451,FOURGONNETTE,FO15204,GO,M,1995,13071998.0,29,K,10.0
452,BERLINE,OP06344,ES,M,2000,1082000.0,28,E,5.0
453,4x4-SUV,TO12121,GO,A,17032005,7082006.0,32,Q,11.0
454,FOURGONNETTE,ME04003,GO,M,1975,1975.0,29,H,9.0
455,CABRIOLET,PE39250,GO,A,4042011,2012012.0,33,O,10.0
456,4x4-SUV,TO12011,GO,M,1980,9999.0,29,E,12.0
457,BERLINE,OP16435,ES,A,8032004,8032004.0,34,M,10.0
458,LUDOSPACE,PE29074,ES,M,2122002,1042004.0,28,G,
459,BERLINE,ME39569,GO,A,1092006,6012009.0,34,Q,8.0
460,BERLINE,FO10067,ES,M,1993,1993.0,33,J,10.0
461,FOURGONNETTE,PE29148,GO,M,3102005,5052008.0,29,H,6.0
462,BERLINE,SK07394,ES,A,1052015,5102015.0,31,J,6.0
463,CABRIOLET,SB01032,ES,M,1988,1988.0,34,R,9.0
464,4x4-SUV,SA05002,GO,M,2012008,2012010.0,29,K,6.0
465,BERLINE,LR09086,GO,M,2032015,,34,Q,10.0
466,4x4-SUV,SZ02044,GO,M,1999,1999.0,28,I,6.0
467,BERLINE,RE66764,GO,M,8012008,5012009.0,31,K,6.0
468,BREAK,AU16006,ES,M,1995,1998.0,38,T,13.0
469,4x4-SUV,MI05034,GO,M,1992,1996.0,29,M,10.0
470,LUDOSPACE,FI46023,GO,M,1072013,1072014.0,30,I,5.0
471,PICK-UP,TO11036,GO,M,4082010,21022017.0,33,M,8.0
472,BERLINE,VO32209,ES,M,4052010,24092010.0,36,O,12.0
473,BERLINE,BM69219,GO,M,1112012,1032015.0,35,P,10.0
474,BERLINE,VO32261,GO,A,10042012,2112012.0,33,O,8.0
475,FOURGONNETTE,FI07015,ES,M,1981,9999.0,27,A,6.0
476,4x4-SUV,LR03012,ES,M,1989,1989.0,33,N,20.0
477,FOURGONNETTE,FI39019,GO,M,29072002,1042003.0,27,G,8.0
478,CABRIOLET,BM58307,GO,M,30092008,1112013.0,36,Q,11.0
479,BREAK,CI07110,GO,M,1988,1989.0,30,I,6.0
480,BERLINE,LA14010,ES,M,1999,1999.0,28,D,5.0
481,BERLINE,FO21312,GO,M,23092002,31052007.0,32,L,7.0
482,MONOSPACE,RE81019,GO,M,11062009,28092010.0,32,M,7.0
483,4x4-SUV,JP01037,GO,M,15092008,15102009.0,33,N,12.0
484,FOURGONNETTE,CI33003,ES,M,1969,1977.0,29,E,9.0
485,CAMIONNETTE,BE01022,ES,M,1984,1988.0,32,I,11.0
486,BERLINE,AR31040,ES,M,15022012,1012014.0,31,I,6.0
487,BERLINE,ME64290,GO,A,22052018,,35,O,9.0
488,BREAK,CI30080,GO,M,1996,1996.0,31,J,6.0
489,BERLINE,AU39007,GO,M,6092010,24112014.0,31,J,5.0
490,FOURGONNETTE,FI39255,GO,M,1012015,1102017.0,29,J,4.0
491,FOURGONNETTE,RE12069,ES,M,1995,1995.0,28,G,8.0
492,FOURGONNETTE,FO15099,GO,M,1991,1991.0,32,K,10.0
493,BERLINE,AU13012,ES,M,1990,1991.0,33,O,13.0
494,MONOSPACE,VW34185,GO,M,26042007,7102010.0,33,M,8.0
495,FOURGONNETTE,CI36049,GO,M,1996,20031997.0,31,O,8.0
496,MONOSPACE,RE58033,ES,M,2000,2000.0,31,K,7.0
497,4x4-SUV,LR02089,GO,A,1102004,1072009.0,34,S,14.0
498,BERLINE,CI40234,GO,A,20042001,2052002.0,32,K,6.0
499,4x4-AUTRES,LR02049,GO,M,1999,1042001.0,31,P,10.0
500,BERLINE,RE66343,GO,M,15112004,1042005.0,30,K,5.0
501,FOURGONNETTE,RE56028,GO,M,1062001,2062003.0,29,G,7.0
502,FOURGONNETTE,CI36085,GO,M,2000,2012001.0,31,O,8.0
503,BERLINE,BM34012,ES,M,1980,1981.0,34,O,18.0
504,FOURGONNETTE,FO08257,GO,M,1993,1996.0,27,F,7.0
505,BERLINE,PE39290,ES,M,30052011,2072012.0,32,L,7.0
506,BERLINE,VW39031,GO,M,2122007,27052009.0,32,K,6.0
507,PICK-UP,FO30004,GO,M,15122005,1062006.0,31,N,10.0
508,FOURGONNETTE,RE43005,GO,M,1981,1987.0,29,G,8.0
509,FOURGONNETTE,CI08074,GO,M,1984,1985.0,29,J,10.0
510,MONOSPACE,FO34074,GO,S,1042008,23082010.0,32,M,8.0
511,4x4-SUV,LR07157,GO,M,1032014,1062015.0,32,P,9.0
512,BREAK,MT04006,ES,M,1982,9999.0,28,E,8.0
513,FOURGONNETTE,FI39022,GO,M,29072002,1042003.0,30,H,8.0
514,BERLINE,VW49642,GO,S,1012017,,34,O,8.0
515,BERLINE,VW28155,ES,A,2052001,1012003.0,31,L,7.0
516,FOURGONNETTE,FI03073,GO,M,1022016,,29,H,5.0
517,BERLINE,FO07258,ES,A,1991,1991.0,30,H,5.0
518,BERLINE,KA10058,GO,M,1012012,2032015.0,28,G,4.0
519,FOURGONNETTE,PE26047,GO,M,1994,1996.0,32,M,8.0
520,FOURGONNETTE,RE30050,ES,M,1989,1992.0,27,E,7.0
521,PICK-UP,TO11028,GO,M,1032007,26052010.0,31,K,8.0
522,FOURGONNETTE,CI27025,ES,M,1982,9999.0,26,A,6.0
523,BERLINE,SE02873,GO,M,27092012,23042014.0,29,I,4.0
524,FOURGONNETTE,RE07324,GO,M,1999,2000.0,28,F,7.0
525,BERLINE,AU20007,ES,A,1999,1082000.0,41,HC,27.0
526,FOURGONNETTE,FI39001,GO,M,1022001,1102001.0,27,H,8.0
527,4x4-SUV,LR10006,GO,A,3092014,15042015.0,32,P,9.0
528,BERLINE,BM66724,ES,A,9022017,1032017.0,38,R,15.0
529,BERLINE,AU15338,GO,M,2000,2004.0,36,R,12.0
530,FOURGONNETTE,OP07003,ES,M,1985,9999.0,26,A,6.0
531,AUTRE,RE43809,GO,M,4012011,1122011.0,32,N,7.0
532,BERLINE,FI45029,GO,M,1102008,1042010.0,34,L,9.0
533,MONOSPACE,VW25128,GO,M,1122004,1122004.0,32,M,7.0
534,4x4-SUV,JP02017,GO,M,1997,1997.0,31,N,10.0
535,CAMIONNETTE,RE74100,GO,M,5012010,28092010.0,32,M,5.0
536,BERLINE,BM69529,GO,M,1032015,1072015.0,31,L,5.0
537,FOURGONNETTE,PE26104,GO,M,1998,11092000.0,30,K,8.0
538,FOURGONNETTE,LL01005,GO,M,2000,20062000.0,31,L,8.0
539,BERLINE,ME39696,GO,A,15072010,15012013.0,38,S,14.0
540,FOURGONNETTE,CI11006,GO,M,1988,1990.0,31,K,10.0
541,FOURGONNETTE,RE18016,GO,M,1995,1996.0,31,M,8.0
542,BERLINE,TO05039,ES,M,1993,1994.0,32,I,8.0
543,CAMIONNETTE,PE43033,GO,M,3052010,4102010.0,32,M,5.0
544,FOURGONNETTE,OP29069,GO,A,1022012,1072016.0,30,K,5.0
545,BERLINE,TO32012,GO,M,16122005,25112009.0,30,G,5.0
546,BERLINE,SB02125,ES,M,1997,1997.0,35,P,8.0
547,BERLINE,PE24210,GO,M,1998,1999.0,30,J,6.0
548,BERLINE,ME63025,ES,A,12042013,31072014.0,39,S,20.0
549,PICK-UP,MI09042,GO,M,8032013,5032015.0,33,L,8.0
550,MONOSPACE,PE33052,GO,M,4042005,27022006.0,31,O,7.0
551,FOURGONNETTE,FO08132,GO,M,1985,1987.0,26,D,6.0
552,BERLINE,BM70348,GO,A,1072013,1072015.0,39,S,20.0
553,CABRIOLET,BC02004,ES,A,2032009,30062011.0,46,HC,51.0
554,4x4-AUTRES,LR02033,GO,M,1996,1996.0,31,M,10.0
555,BREAK,VO22042,ES,M,1996,1996.0,35,O,11.0
556,FOURGONNETTE,RE78286,EL,V,4072017,,27,M,7.0
557,FOURGONNETTE,VW01287,GO,S,1072015,7102015.0,33,M,7.0
558,FOURGONNETTE,DH05005,GO,M,1998,1998.0,26,D,5.0
559,CABRIOLET,PE37213,GO,M,4012010,4052015.0,31,L,6.0
560,4x4-SUV,NA06040,GO,M,1999,2001.0,29,L,10.0
561,CABRIOLET,AU18827,ES,V,2012006,23042009.0,34,Q,10.0
562,COUPE,RE80050,GO,M,5012009,28092010.0,29,K,5.0
563,MONOSPACE,CI70042,ES,M,3042018,2072018.0,33,L,
564,BERLINE,BM64104,ES,A,1072014,1072015.0,40,HC,21.0
565,FOURGONNETTE,VW01026,GO,M,1042004,28072010.0,31,J,8.0
566,BERLINE,CI04159,GO,M,1995,1996.0,27,F,4.0
567,MONOSPACE,FO25166,GO,A,2072018,,35,Q,11.0
568,LUDOSPACE,RE77101,GO,M,3062013,3062014.0,31,L,6.0
569,BERLINE,PE07019,ES,M,1983,1987.0,26,E,4.0
570,FOURGONNETTE,RE78200,GO,M,3062014,1062016.0,31,L,5.0
571,BERLINE,ME61083,GO,A,3012012,8042014.0,33,O,7.0
572,BERLINE,CI40214,ES,A,8092000,2052002.0,32,J,7.0
573,BERLINE,AU47003,ES,S,12112015,,33,O,8.0
574,CABRIOLET,PO09028,ES,S,15052015,28062016.0,39,S,17.0
575,BERLINE,FI04139,ES,M,1032006,1042009.0,27,F,4.0
576,CAMIONNETTE,RE74103,GO,M,5012010,28092010.0,34,N,7.0
577,BERLINE,DC01069,ES,M,6072009,5012010.0,30,E,6.0
578,FOURGONNETTE,FO07226,ES,M,1986,1987.0,27,E,7.0
579,MONOSPACE,PE33013,ES,A,2122002,30052005.0,32,O,9.0
580,BERLINE,RO30006,ES,M,2000,1092001.0,32,I,7.0
581,BERLINE,AR28012,GO,M,23092005,1062010.0,34,O,9.0
582,FOURGONNETTE,RE53125,GO,M,1998,1998.0,29,I,7.0
583,CABRIOLET,OP17497,ES,M,1012007,1072009.0,35,M,11.0
584,FOURGONNETTE,FI03065,GO,M,21112011,1102017.0,29,H,5.0
585,FOURGONNETTE,FI28059,GO,M,2000,1102001.0,31,L,9.0
586,4x4-AUTRES,LR02030,GO,M,1994,1011994.0,31,M,8.0
587,BERLINE,AU37298,ES,S,17092015,4102016.0,37,P,13.0
588,BERLINE,MN01232,GO,M,1092012,1072014.0,31,K,5.0
589,BERLINE,BM70014,GO,M,9022012,1032015.0,35,P,8.0
590,BERLINE,OP17082,GO,M,1995,1995.0,29,I,5.0
591,BERLINE,OP34141,GO,A,7112011,1122011.0,33,N,7.0
592,4x4-SUV,TO12039,GO,M,1994,1995.0,31,M,12.0
593,4x4-AUTRES,LR07117,ES,A,18072006,15072012.0,35,R,16.0
594,CAMIONNETTE,RE75067,GO,M,5012010,28092010.0,34,N,7.0
595,BREAK,BM25069,ES,A,1994,1996.0,35,S,14.0
596,BERLINE,RE32044,ES,A,1989,1992.0,32,J,11.0
597,MONOSPACE,FI49075,GO,M,1062015,1092017.0,31,K,6.0
598,BERLINE,OP34030,GO,M,15012009,1072010.0,34,M,9.0
599,MONOSPACE,PE42094,GO,M,4032013,4112013.0,31,N,6.0
600,FOURGONNETTE,OP23016,GO,M,1999,2000.0,33,N,9.0
601,BREAK,FO09096,ES,M,1982,1984.0,32,A,14.0
602,MONOSPACE,KA11021,ES,S,1092006,1112007.0,32,L,9.0
603,BERLINE,BM18123,ES,M,1092001,2092002.0,36,P,11.0
604,FOURGONNETTE,FO15263,GO,M,2000,9122002.0,31,L,8.0
605,BERLINE,VW35006,ES,M,17112003,2062005.0,29,J,5.0
606,MONOSPACE,CI70077,GO,M,1062018,,32,M,
607,MONOSPACE,BM73401,GO,A,1032017,1022018.0,32,P,6.0
608,FOURGONNETTE,AN09002,GO,M,1976,9999.0,28,A,7.0
609,BERLINE,BM16064,ES,M,1997,1997.0,31,L,7.0
610,FOURGONNETTE,CI54167,GO,M,1072014,1092016.0,29,K,5.0
611,4x4-AUTRES,LR04004,GO,M,1984,1987.0,29,I,8.0
612,CAMIONNETTE,RE82061,GO,M,5012010,4012011.0,30,K,5.0
613,CABRIOLET,AU19448,GO,M,7122009,1012014.0,33,O,7.0
614,MONOSPACE,SE13067,ES,M,1022009,10112012.0,32,J,7.0
615,MONOSPACE,CH04008,ES,A,1991,1991.0,32,O,13.0
616,BREAK,BM18055,ES,A,1996,1996.0,34,O,11.0
617,FOURGONNETTE,ME37051,GO,M,2000,2004.0,32,L,7.0
618,BERLINE,MZ15139,ES,M,1995,1995.0,30,J,7.0
619,BERLINE,ME74014,ES,M,22062018,,32,N,6.0
620,CAMIONNETTE,RE81152,GO,M,5012010,28092010.0,32,M,6.0
621,MONOSPACE,SE14099,ES,M,1012011,1012014.0,31,J,6.0
622,CABRIOLET,VO31109,GO,M,3122007,14042010.0,33,Q,8.0
623,BERLINE,RE71171,GO,S,1102006,17122007.0,30,I,5.0
624,CABRIOLET,RE66642,ES,A,19122005,10072006.0,31,M,7.0
625,BERLINE,NA05221,GO,M,1092005,1092005.0,28,H,4.0
626,MONOSPACE,OP24025,GO,M,11032002,11032002.0,31,K,7.0
627,BERLINE,BM66132,ES,A,1092010,1112012.0,41,V,31.0
628,FOURGONNETTE,CI39163,GN,M,21052007,2052008.0,27,I,8.0
629,BERLINE,ME39233,ES,A,1999,1999.0,34,P,9.0
630,FOURGONNETTE,RE78124,GO,M,29012013,3062014.0,30,L,5.0
631,FOURGONNETTE,RE56091,GO,M,4092006,2102008.0,28,J,6.0
632,FOURGONNETTE,CI36093,GO,M,2000,1062000.0,33,L,8.0
633,4x4-AUTRES,JP03061,E8,A,1042015,1042016.0,36,R,19.0
634,BERLINE,RE71354,GO,M,28092010,23102012.0,30,I,5.0
635,CABRIOLET,VW22115,GO,M,1996,1997.0,30,M,5.0
636,CABRIOLET,ME41019,ES,M,1032001,1032001.0,36,V,14.0
637,CABRIOLET,ME41002,ES,A,1994,1998.0,36,HC,16.0
638,BERLINE,HD21192,GO,M,1092018,,32,L,7.0
639,4x4-SUV,AO01019,GO,M,1998,1998.0,27,H,7.0
640,FOURGONNETTE,RE56008,GO,M,1998,2000.0,26,G,
641,BERLINE,FO07087,ES,M,1982,1986.0,29,G,6.0
642,MONOSPACE,ME55039,ES,M,4042008,3062009.0,31,M,7.0
643,LUDOSPACE,RE55143,GO,M,1092004,18072005.0,27,I,5.0
644,MONOSPACE,BM73640,GO,M,1022018,,34,N,8.0
645,MONOSPACE,SE13013,GO,M,1032005,7112005.0,32,K,6.0
646,FOURGONNETTE,OP09077,GO,M,1983,9999.0,28,B,6.0
647,BERLINE,VW12270,ES,A,2000,2102000.0,29,H,6.0
648,FOURGONNETTE,FI26071,ES,M,1997,1997.0,28,D,7.0
649,BERLINE,RE80229,ES,M,21022012,9042013.0,31,K,6.0
650,FOURGONNETTE,OP09012,ES,M,1982,1985.0,27,A,7.0
651,4x4-SUV,MI05150,GO,A,11062015,,33,Q,13.0
652,BERLINE,OP06645,GO,M,1012010,6012011.0,29,I,4.0
653,MONOSPACE,PE43178,GO,A,2112015,1022016.0,32,M,6.0
654,BERLINE,DC01076,GP,M,5012010,1092010.0,28,E,5.0
655,FOURGONNETTE,OP29025,GO,M,19072004,1072011.0,31,I,7.0
656,4x4-SUV,JP02027,ES,A,22032002,2012003.0,34,P,16.0
657,BERLINE,HD14002,ES,M,1102000,17052001.0,31,I,7.0
658,BERLINE,MN01508,ES,M,1032016,1072017.0,33,K,7.0
659,BERLINE,AU39138,ES,S,24112014,28042016.0,33,L,7.0
660,4x4-SUV,JP01113,GO,A,19012018,,32,Q,14.0
661,BERLINE,RO02023,ES,M,1994,1995.0,27,B,4.0
662,4x4-SUV,JP02055,GO,M,30092010,1012012.0,34,P,13.0
663,BERLINE,MN01521,GO,M,1072016,1022018.0,35,N,9.0
664,FOURGONNETTE,PE27021,GO,M,1999,1062001.0,28,I,7.0
665,BERLINE,SK11055,ES,S,1052015,7062018.0,28,F,4.0
666,MONOSPACE,RE64063,ES,A,19122005,7042010.0,37,R,17.0
667,BERLINE,BM23072,ES,M,1072003,1092004.0,36,Q,11.0
668,4x4-SUV,ME42072,ES,A,10062011,27042012.0,38,HC,31.0
669,BREAK,FO13131,ES,M,1983,1983.0,32,I,10.0
670,PICK-UP,LR01049,GO,M,1102002,1092003.0,30,N,8.0
671,BERLINE,DC02051,ES,M,23102012,29012013.0,28,B,
672,BERLINE,DA14001,ES,M,1968,1972.0,30,D,9.0
673,MONOSPACE,TO38002,ES,M,8032011,1012016.0,29,I,5.0
674,BREAK,OP13091,GO,M,1990,1991.0,31,L,7.0
675,BERLINE,OP16434,ES,M,8032004,1022005.0,35,N,11.0
676,4x4-SUV,SA02008,ES,M,1986,1989.0,25,F,6.0
677,FOURGONNETTE,RE56071,GO,M,1092004,18072005.0,28,I,6.0
678,FOURGONNETTE,FO15314,GO,M,2000,2042002.0,34,N,8.0
679,BERLINE,SK06526,GO,M,1012015,1012017.0,34,M,8.0
680,MONOSPACE,FI41021,ES,M,2012006,1062007.0,29,G,5.0
681,BERLINE,OP16106,ES,M,1996,1998.0,31,J,7.0
682,BREAK,MZ14001,ES,M,1969,1973.0,30,G,10.0
683,4x4-SUV,LR07018,ES,M,1999,1999.0,30,L,9.0
684,COUPE,BM48019,ES,A,1999,1999.0,36,P,13.0
685,BERLINE,VW49554,GO,S,29092016,17012017.0,34,O,8.0
686,BERLINE,AU28399,GO,M,24042014,19052016.0,32,L,5.0
687,COUPE,BM59222,ES,A,1092006,1092007.0,38,R,19.0
688,BERLINE,VO21008,ES,A,1991,1993.0,36,R,16.0
689,BERLINE,AU37106,GO,V,5082011,24042014.0,35,Q,9.0
690,BREAK,AU06100,GO,A,1985,1985.0,30,O,6.0
691,BERLINE,TO32097,ES,M,9012009,5012011.0,30,H,5.0
692,MONOSPACE,RE64044,GO,M,17012005,1042005.0,32,O,7.0
693,BERLINE,VO33356,GO,A,19032015,1042017.0,34,N,7.0
694,FOURGONNETTE,OP23030,GO,M,1999,2000.0,33,M,9.0
695,BERLINE,VW12393,ES,M,1112003,1112003.0,28,F,4.0
696,MONOSPACE,FI49047,GP,M,17032014,1102014.0,31,I,7.0
697,BERLINE,AU37335,GO,M,2012017,28062018.0,34,P,10.0
698,BERLINE,VW12143,GO,M,1996,1996.0,28,E,6.0
699,BREAK,OP17105,ES,M,1996,1996.0,29,H,7.0
700,BERLINE,OP16388,GO,M,5052003,5052003.0,33,M,7.0
701,FOURGONNETTE,RE78012,GO,M,2062008,28092010.0,29,H,6.0
702,CABRIOLET,ME66557,GO,A,6102016,1062018.0,36,R,9.0
703,BERLINE,SK06201,GO,M,1112007,1112008.0,33,M,7.0
704,FOURGONNETTE,FO15087,GO,M,1978,1986.0,30,I,9.0
705,BERLINE,ME49125,ES,M,18012005,3062009.0,31,L,7.0
706,4x4-SUV,SA03003,ES,M,1987,1988.0,29,H,8.0
707,MONOSPACE,OP24108,GO,M,7082008,1072009.0,30,L,6.0
708,MONOSPACE,RE67028,ES,M,15062003,31032006.0,32,L,8.0
709,BERLINE,RE07612,GO,M,15122003,1042005.0,29,I,4.0
710,MONOSPACE,NA19007,GO,M,1995,1995.0,28,J,11.0
711,4x4-SUV,JP03012,GO,A,1999,10072001.0,32,Q,11.0
712,BERLINE,FO08040,ES,M,1984,1986.0,26,B,4.0
713,4x4-SUV,LR07024,ES,M,1999,1042000.0,30,L,9.0
714,BERLINE,VW30120,ES,A,1082002,1122004.0,31,J,7.0
715,BERLINE,PE30187,ES,M,2052003,30052005.0,29,G,5.0
716,BERLINE,FO21150,ES,A,1997,1998.0,35,M,13.0
717,4x4-AUTRES,LR02143,GO,A,5012017,1062017.0,37,S,16.0
718,BERLINE,AU19938,GO,M,1012017,27042017.0,36,M,10.0
719,BERLINE,MZ24003,ES,M,1994,1995.0,35,Q,14.0
720,BERLINE,OP09382,ES,M,1981,1984.0,27,C,6.0
721,BERLINE,FO08686,GO,M,4072011,5112012.0,28,I,4.0
722,BREAK,AU06073,ES,A,1985,1985.0,32,M,10.0
723,FOURGONNETTE,FO15020,ES,M,1991,1991.0,29,I,11.0
724,BERLINE,CI59114,GO,S,1012015,1042015.0,31,L,5.0
725,BERLINE,FI26243,GO,M,7062003,1072004.0,30,H,5.0
726,FOURGONNETTE,FI28063,GO,M,2000,1102001.0,31,M,9.0
727,BERLINE,AN04005,ES,M,1985,1986.0,26,B,4.0
728,FOURGONNETTE,FO15138,ES,M,1986,1989.0,29,G,11.0
729,MONOSPACE,VW25113,GO,M,1062003,1012004.0,33,O,8.0
730,MONOSPACE,PE33091,GO,M,3032008,3112008.0,34,P,10.0
731,BERLINE,VO21005,ES,M,1991,1991.0,34,P,10.0
732,FOURGONNETTE,RE78111,GO,M,29012013,3062014.0,29,K,5.0
733,MONOSPACE,RE58107,ES,A,1052002,3022003.0,30,K,7.0
734,FOURGONNETTE,RE12015,GO,M,1986,1994.0,26,F,6.0
735,MONOSPACE,ME53077,GO,M,1092008,1092010.0,32,O,8.0
736,BERLINE,HD22035,ES,M,1012014,2012016.0,27,E,4.0
737,BERLINE,FO07494,ES,M,1998,1998.0,29,H,7.0
738,BERLINE,DH01009,ES,M,1998,1998.0,29,E,6.0
739,FOURGONNETTE,FO15251,GO,M,1998,1042000.0,31,L,
740,CABRIOLET,ME66337,ES,M,27062016,29062018.0,35,Q,9.0
741,CABRIOLET,PE37259,ES,M,6042010,5072010.0,32,J,7.0
742,BERLINE,MZ31021,GO,M,1062007,1072008.0,33,L,8.0
743,BERLINE,HO03072,ES,M,1996,1998.0,34,K,9.0
744,CABRIOLET,ME41017,ES,A,1999,1999.0,40,HC,25.0
745,FOURGONNETTE,CI06002,ES,M,1963,1977.0,22,A,2.0
746,BERLINE,BM17058,GO,M,1995,1996.0,31,M,4.0
747,MONOSPACE,RE65046,ES,A,1042005,5012009.0,34,R,12.0
748,PICK-UP,NA36011,GO,M,2072007,1112010.0,33,M,8.0
749,BERLINE,RE07717,ES,M,1092004,15112004.0,29,G,5.0
750,4x4-SUV,TO12151,GO,A,1082008,9012009.0,33,R,12.0
751,FOURGONNETTE,FI39303,GO,M,14062016,,28,J,4.0
752,FOURGONNETTE,ME29001,GO,M,1986,9999.0,31,M,8.0
753,BERLINE,OP17393,GO,M,1092004,1022005.0,31,K,7.0
754,BERLINE,VW05016,GO,M,1982,1984.0,26,D,5.0
755,FOURGONNETTE,FI03057,GN,M,1042011,1102017.0,28,I,5.0
756,FOURGONNETTE,PE41044,GO,M,28022011,5092011.0,30,K,5.0
757,AUTRE,SZ01054,ES,M,15012007,5042010.0,30,G,8.0
758,FOURGONNETTE,CI36033,GO,M,1994,2012001.0,31,L,8.0
759,4x4-SUV,MI05042,GO,M,1994,1996.0,31,O,11.0
760,BERLINE,DC02016,ES,M,6072009,1092010.0,30,D,6.0
761,BERLINE,FO12092,GO,M,1992,1993.0,30,M,7.0
